DATE,ITEM_ID,ITEM_NAME,MOVEMENT_TYPE,QUANTITY
2025-02-07,2002,Filtro de Óleo,Saída,17
2025-02-08,2002,Filtro de Óleo,Saída,2
2025-02-08,2002,Filtro de Óleo,Entrada,140
2025-02-08,2002,Filtro de Óleo,Saída,103
2025-02-08,2002,Filtro de Óleo,Entrada,67
2025-02-08,2002,Filtro de Óleo,Saída,134
2025-02-09,2002,Filtro de Óleo,Entrada,106
2025-02-10,2002,Filtro de Óleo,Saída,24
2025-02-11,2002,Filtro de Óleo,Entrada,107
2025-02-12,2002,Filtro de Óleo,Saída,88
2025-02-12,2002,Filtro de Óleo,Saída,101
2025-02-13,2002,Filtro de Óleo,Saída,29
2025-02-13,2002,Filtro de Óleo,Saída,110
2025-02-13,2002,Filtro de Óleo,Saída,107
2025-02-13,2002,Filtro de Óleo,Entrada,48
2025-02-14,2002,Filtro de Óleo,Entrada,50
2025-02-14,2002,Filtro de Óleo,Entrada,94
2025-02-14,2002,Filtro de Óleo,Entrada,14
2025-02-16,2002,Filtro de Óleo,Entrada,10
2025-02-17,2002,Filtro de Óleo,Saída,4
2025-02-17,2002,Filtro de Óleo,Saída,63
2025-02-18,2002,Filtro de Óleo,Entrada,105
2025-02-18,2002,Filtro de Óleo,Entrada,24
2025-02-18,2002,Filtro de Óleo,Saída,38
2025-02-18,2002,Filtro de Óleo,Saída,53
2025-02-18,2002,Filtro de Óleo,Saída,20
2025-02-18,2002,Filtro de Óleo,Entrada,122
2025-02-23,2002,Filtro de Óleo,Entrada,136
2025-02-23,2002,Filtro de Óleo,Saída,40
2025-02-24,2002,Filtro de Óleo,Entrada,48
2025-02-25,2002,Filtro de Óleo,Saída,32
2025-02-25,2002,Filtro de Óleo,Saída,99
2025-02-26,2002,Filtro de Óleo,Entrada,21
2025-02-26,2002,Filtro de Óleo,Saída,15
2025-02-26,2002,Filtro de Óleo,Saída,110
2025-02-27,2002,Filtro de Óleo,Entrada,127
2025-02-28,2002,Filtro de Óleo,Saída,131
2025-02-28,2002,Filtro de Óleo,Saída,75
2025-03-01,2002,Filtro de Óleo,Entrada,62
2025-03-01,2002,Filtro de Óleo,Entrada,135
2025-03-02,2002,Filtro de Óleo,Entrada,14
2025-03-03,2002,Filtro de Óleo,Saída,89
2025-03-04,2002,Filtro de Óleo,Saída,97
2025-03-04,2002,Filtro de Óleo,Saída,94
2025-03-05,2002,Filtro de Óleo,Saída,39
2025-03-05,2002,Filtro de Óleo,Saída,114
2025-03-05,2002,Filtro de Óleo,Saída,50
2025-03-06,2002,Filtro de Óleo,Entrada,127
2025-03-06,2002,Filtro de Óleo,Entrada,12
2025-03-06,2002,Filtro de Óleo,Entrada,129
2025-03-07,2002,Filtro de Óleo,Saída,65
2025-03-08,2002,Filtro de Óleo,Entrada,132
2025-03-08,2002,Filtro de Óleo,Entrada,77
2025-03-08,2002,Filtro de Óleo,Saída,83
2025-03-09,2002,Filtro de Óleo,Saída,28
2025-03-09,2002,Filtro de Óleo,Saída,4
2025-03-10,2002,Filtro de Óleo,Entrada,40
2025-03-10,2002,Filtro de Óleo,Entrada,124
2025-03-10,2002,Filtro de Óleo,Saída,110
2025-03-11,2002,Filtro de Óleo,Saída,101
2025-03-11,2002,Filtro de Óleo,Entrada,86
2025-03-11,2002,Filtro de Óleo,Saída,85
2025-03-12,2002,Filtro de Óleo,Entrada,4
2025-03-12,2002,Filtro de Óleo,Entrada,45
2025-03-13,2002,Filtro de Óleo,Entrada,120
2025-03-13,2002,Filtro de Óleo,Saída,136
2025-03-13,2002,Filtro de Óleo,Entrada,52
2025-03-14,2002,Filtro de Óleo,Saída,108
2025-03-15,2002,Filtro de Óleo,Entrada,127
2025-03-15,2002,Filtro de Óleo,Entrada,110
2025-03-15,2002,Filtro de Óleo,Saída,33
2025-03-15,2002,Filtro de Óleo,Entrada,83
2025-03-16,2002,Filtro de Óleo,Saída,81
2025-03-16,2002,Filtro de Óleo,Saída,111
2025-03-16,2002,Filtro de Óleo,Entrada,147
2025-03-17,2002,Filtro de Óleo,Saída,148
2025-03-17,2002,Filtro de Óleo,Saída,72
2025-03-17,2002,Filtro de Óleo,Saída,103
2025-03-17,2002,Filtro de Óleo,Saída,65
2025-03-18,2002,Filtro de Óleo,Saída,93
2025-03-23,2002,Filtro de Óleo,Entrada,114
2025-03-23,2002,Filtro de Óleo,Saída,102
2025-03-24,2002,Filtro de Óleo,Entrada,22
2025-03-24,2002,Filtro de Óleo,Entrada,140
2025-03-25,2002,Filtro de Óleo,Saída,28
2025-03-25,2002,Filtro de Óleo,Saída,118
2025-03-26,2002,Filtro de Óleo,Entrada,58
2025-03-26,2002,Filtro de Óleo,Entrada,64
2025-03-27,2002,Filtro de Óleo,Saída,49
2025-03-27,2002,Filtro de Óleo,Entrada,95
2025-03-29,2002,Filtro de Óleo,Entrada,81
2025-03-30,2002,Filtro de Óleo,Saída,132
2025-03-31,2002,Filtro de Óleo,Entrada,29
2025-03-31,2002,Filtro de Óleo,Entrada,141
2025-01-01,2003,Amortecedor Traseiro,Entrada,94
2025-01-01,2003,Amortecedor Traseiro,Saída,79
2025-01-02,2003,Amortecedor Traseiro,Entrada,67
2025-01-03,2003,Amortecedor Traseiro,Entrada,137
2025-01-03,2003,Amortecedor Traseiro,Saída,57
2025-01-03,2003,Amortecedor Traseiro,Saída,61
2025-01-04,2003,Amortecedor Traseiro,Saída,110
2025-01-05,2003,Amortecedor Traseiro,Saída,111
2025-01-05,2003,Amortecedor Traseiro,Entrada,141
2025-01-05,2003,Amortecedor Traseiro,Saída,25
2025-01-06,2003,Amortecedor Traseiro,Entrada,43
2025-01-06,2003,Amortecedor Traseiro,Saída,58
2025-01-06,2003,Amortecedor Traseiro,Entrada,47
2025-01-08,2003,Amortecedor Traseiro,Saída,149
2025-01-08,2003,Amortecedor Traseiro,Entrada,51
2025-01-08,2003,Amortecedor Traseiro,Entrada,34
2025-01-09,2003,Amortecedor Traseiro,Saída,119
2025-01-09,2003,Amortecedor Traseiro,Saída,80
2025-01-09,2003,Amortecedor Traseiro,Saída,36
2025-01-10,2003,Amortecedor Traseiro,Saída,96
2025-01-10,2003,Amortecedor Traseiro,Entrada,14
2025-01-11,2003,Amortecedor Traseiro,Saída,79
2025-01-11,2003,Amortecedor Traseiro,Saída,108
2025-01-13,2003,Amortecedor Traseiro,Saída,82
2025-01-13,2003,Amortecedor Traseiro,Entrada,54
2025-01-13,2003,Amortecedor Traseiro,Saída,48
2025-01-13,2003,Amortecedor Traseiro,Entrada,134
2025-01-13,2003,Amortecedor Traseiro,Entrada,113
2025-01-14,2003,Amortecedor Traseiro,Entrada,17
2025-01-14,2003,Amortecedor Traseiro,Saída,106
2025-01-15,2003,Amortecedor Traseiro,Saída,26
2025-01-15,2003,Amortecedor Traseiro,Saída,52
2025-01-15,2003,Amortecedor Traseiro,Entrada,12
2025-01-16,2003,Amortecedor Traseiro,Saída,39
2025-01-17,2003,Amortecedor Traseiro,Saída,83
2025-01-18,2003,Amortecedor Traseiro,Entrada,105
2025-01-20,2003,Amortecedor Traseiro,Saída,118
2025-01-20,2003,Amortecedor Traseiro,Saída,66
2025-01-20,2003,Amortecedor Traseiro,Saída,109
2025-01-20,2003,Amortecedor Traseiro,Entrada,83
2025-01-22,2003,Amortecedor Traseiro,Entrada,13
2025-01-23,2003,Amortecedor Traseiro,Saída,61
2025-01-23,2003,Amortecedor Traseiro,Saída,52
2025-01-23,2003,Amortecedor Traseiro,Entrada,87
2025-01-24,2003,Amortecedor Traseiro,Entrada,108
2025-01-25,2003,Amortecedor Traseiro,Entrada,35
2025-01-25,2003,Amortecedor Traseiro,Saída,48
2025-01-26,2003,Amortecedor Traseiro,Entrada,137
2025-01-27,2003,Amortecedor Traseiro,Saída,72
2025-01-28,2003,Amortecedor Traseiro,Entrada,18
2025-01-28,2003,Amortecedor Traseiro,Saída,149
2025-01-28,2003,Amortecedor Traseiro,Saída,138
2025-01-28,2003,Amortecedor Traseiro,Entrada,128
2025-01-29,2003,Amortecedor Traseiro,Entrada,67
2025-01-29,2003,Amortecedor Traseiro,Entrada,88
2025-01-30,2003,Amortecedor Traseiro,Entrada,97
2025-02-01,2003,Amortecedor Traseiro,Saída,61
2025-02-01,2003,Amortecedor Traseiro,Entrada,16
2025-02-02,2003,Amortecedor Traseiro,Saída,115
2025-02-03,2003,Amortecedor Traseiro,Saída,60
2025-02-03,2003,Amortecedor Traseiro,Saída,97
2025-02-04,2003,Amortecedor Traseiro,Saída,1
2025-02-04,2003,Amortecedor Traseiro,Saída,131
2025-02-04,2003,Amortecedor Traseiro,Saída,100
2025-02-05,2003,Amortecedor Traseiro,Saída,77
2025-02-07,2003,Amortecedor Traseiro,Entrada,98
2025-02-08,2003,Amortecedor Traseiro,Saída,144
2025-02-08,2003,Amortecedor Traseiro,Saída,1
2025-02-08,2003,Amortecedor Traseiro,Entrada,104
2025-02-09,2003,Amortecedor Traseiro,Entrada,100
2025-02-09,2003,Amortecedor Traseiro,Saída,4
2025-02-10,2003,Amortecedor Traseiro,Entrada,97
2025-02-10,2003,Amortecedor Traseiro,Saída,28
2025-02-11,2003,Amortecedor Traseiro,Entrada,73
2025-02-12,2003,Amortecedor Traseiro,Entrada,90
2025-02-12,2003,Amortecedor Traseiro,Entrada,27
2025-02-13,2003,Amortecedor Traseiro,Saída,77
2025-02-13,2003,Amortecedor Traseiro,Entrada,83
2025-02-14,2003,Amortecedor Traseiro,Entrada,14
2025-02-14,2003,Amortecedor Traseiro,Saída,4
2025-02-16,2003,Amortecedor Traseiro,Saída,17
2025-02-18,2003,Amortecedor Traseiro,Saída,147
2025-02-19,2003,Amortecedor Traseiro,Saída,93
2025-02-20,2003,Amortecedor Traseiro,Entrada,98
2025-02-20,2003,Amortecedor Traseiro,Saída,94
2025-02-20,2003,Amortecedor Traseiro,Saída,120
2025-02-20,2003,Amortecedor Traseiro,Saída,10
2025-02-21,2003,Amortecedor Traseiro,Saída,64
2025-02-22,2003,Amortecedor Traseiro,Entrada,61
2025-02-24,2003,Amortecedor Traseiro,Entrada,112
2025-02-24,2003,Amortecedor Traseiro,Saída,71
2025-02-25,2003,Amortecedor Traseiro,Entrada,41
2025-02-25,2003,Amortecedor Traseiro,Saída,51
2025-02-25,2003,Amortecedor Traseiro,Entrada,146
2025-02-25,2003,Amortecedor Traseiro,Saída,56
2025-02-27,2003,Amortecedor Traseiro,Entrada,5
2025-02-27,2003,Amortecedor Traseiro,Entrada,58
2025-02-28,2003,Amortecedor Traseiro,Saída,41
2025-02-28,2003,Amortecedor Traseiro,Entrada,56
2025-02-28,2003,Amortecedor Traseiro,Entrada,18
2025-02-28,2003,Amortecedor Traseiro,Saída,74
2025-02-28,2003,Amortecedor Traseiro,Entrada,61
2025-03-01,2003,Amortecedor Traseiro,Entrada,138
2025-03-01,2003,Amortecedor Traseiro,Saída,111
2025-03-01,2003,Amortecedor Traseiro,Saída,124
2025-03-01,2003,Amortecedor Traseiro,Saída,145
2025-03-01,2003,Amortecedor Traseiro,Entrada,84
2025-03-02,2003,Amortecedor Traseiro,Saída,57
2025-03-02,2003,Amortecedor Traseiro,Entrada,80
2025-03-03,2003,Amortecedor Traseiro,Entrada,139
2025-03-03,2003,Amortecedor Traseiro,Saída,106
2025-03-04,2003,Amortecedor Traseiro,Saída,26
2025-03-04,2003,Amortecedor Traseiro,Entrada,16
2025-03-04,2003,Amortecedor Traseiro,Entrada,8
2025-03-04,2003,Amortecedor Traseiro,Saída,71
2025-03-05,2003,Amortecedor Traseiro,Entrada,138
2025-03-05,2003,Amortecedor Traseiro,Saída,103
2025-03-06,2003,Amortecedor Traseiro,Entrada,78
2025-03-07,2003,Amortecedor Traseiro,Entrada,94
2025-03-07,2003,Amortecedor Traseiro,Saída,133
2025-03-08,2003,Amortecedor Traseiro,Entrada,87
2025-03-10,2003,Amortecedor Traseiro,Saída,77
2025-03-11,2003,Amortecedor Traseiro,Entrada,48
2025-03-11,2003,Amortecedor Traseiro,Saída,11
2025-03-12,2003,Amortecedor Traseiro,Saída,105
2025-03-13,2003,Amortecedor Traseiro,Saída,51
2025-03-15,2003,Amortecedor Traseiro,Saída,95
2025-03-15,2003,Amortecedor Traseiro,Entrada,142
2025-03-16,2003,Amortecedor Traseiro,Entrada,120
2025-03-17,2003,Amortecedor Traseiro,Saída,131
2025-03-17,2003,Amortecedor Traseiro,Entrada,109
2025-03-17,2003,Amortecedor Traseiro,Saída,105
2025-03-18,2003,Amortecedor Traseiro,Saída,122
2025-03-18,2003,Amortecedor Traseiro,Entrada,58
2025-03-19,2003,Amortecedor Traseiro,Saída,141
2025-03-20,2003,Amortecedor Traseiro,Saída,97
2025-03-21,2003,Amortecedor Traseiro,Entrada,31
2025-03-21,2003,Amortecedor Traseiro,Entrada,45
2025-03-22,2003,Amortecedor Traseiro,Saída,5
2025-03-22,2003,Amortecedor Traseiro,Entrada,92
2025-03-22,2003,Amortecedor Traseiro,Entrada,108
2025-03-22,2003,Amortecedor Traseiro,Entrada,19
2025-03-22,2003,Amortecedor Traseiro,Saída,78
2025-03-22,2003,Amortecedor Traseiro,Entrada,43
2025-03-23,2003,Amortecedor Traseiro,Entrada,20
2025-03-23,2003,Amortecedor Traseiro,Saída,11
2025-03-23,2003,Amortecedor Traseiro,Entrada,58
2025-03-25,2003,Amortecedor Traseiro,Entrada,144
2025-03-26,2003,Amortecedor Traseiro,Saída,60
2025-03-28,2003,Amortecedor Traseiro,Saída,124
2025-03-28,2003,Amortecedor Traseiro,Entrada,99
2025-03-28,2003,Amortecedor Traseiro,Entrada,65
2025-03-29,2003,Amortecedor Traseiro,Entrada,64
2025-03-29,2003,Amortecedor Traseiro,Entrada,126
2025-03-30,2003,Amortecedor Traseiro,Saída,65
2025-03-31,2003,Amortecedor Traseiro,Saída,11
